canonical_item_code	standard_item_name	standard_sku_name	minimal_required_specs	standard_uom	source_uoms	unit_resolution	brand	aliases	removed_default_fields	default_fill_basis	merged_from_item_codes	merged_count	merge_reasons	governance_reasons	target
TOOL-000047	砂轮机	砂轮机 1.1kW 台式	功率：1.1kW；结构：台式；电压：220V；砂轮规格：250mm	台	台	来源单位一致		1.1kW台式砂轮机；台式砂轮机		电压补为常见220V；砂轮规格按1.1kW台式砂轮机常用配置补为250mm	TOOL-000047	1		保留功率和结构（台式），补充常见电压和砂轮规格作为最小关键规格；别名中的'沙'规范为'砂'，'千W'规范为'kW'；类型中'砂轮机'已体现在物料名称中，故规范为'结构：台式'	电动气动工具/电动工具/砂轮机
ELEC-000087	保险管	保险管 32A	电流：32A；电压：250V；尺寸：6x30mm	个	个	来源单位一致		32A保险管；保险管		原始规格仅含电流，根据常见32A保险管规格，默认补齐电压250V、尺寸6x30mm。	ELEC-000087	1		原始规格仅含电流，缺失电压和尺寸，补齐后生成标准SKU。	电气电料/低压电器/保险管
TOOL-000108	电镐	电镐 15寸	规格：15寸	套	套	来源单位一致		15寸专业长款电镐；电镐		原始仅提供规格和特征，未提供功率、品牌、型号，按现有信息生成	TOOL-000108	1		保留唯一可区分的规格字段；特征“专业长款”已移入别名；单位沿用原始“套”，后续可评估统一为“台”	电动气动工具/电动工具/电镐
TOOL-000140	热风机	热风机 2000W	功率：2000W	个	个	来源单位一致		2000W热风机；热风机		仅有功率2000W，按功率构建标准SKU名	TOOL-000140	1		保留功率作为关键规格，电压、温度范围等缺失未补齐	电动气动工具/电动工具/热风机
ELEC-000199	指示灯	指示灯 M22 红+绿	安装孔径：M22；颜色：红+绿	只	只	来源单位一致		指示灯M22 红+绿；指示灯		电压缺失，建议后续补充确认	ELEC-000199	1		保留已知的关键规格安装孔径和颜色，删除非必要字段（无），电压因缺失未纳入但记录于默认补齐依据	电气电料/低压电器/指示灯
ELEC-000148	急停按钮	急停按钮 开孔22mm	开孔尺寸：22mm	套	套	来源单位一致		急停按钮	功能：急停	原始缺失开孔尺寸，按常见急停按钮规格默认推断为22mm	ELEC-000148	1		原SKU仅包含功能描述，缺失开孔尺寸；生成了常见初始SKU，开孔尺寸默认22mm以便采购识别	电气电料/低压电器/急停按钮
ELEC-000079	开关电源	开关电源 36V 400W	输出电压: 36V；功率: 400W	个	个	来源单位一致		36V 400w电源；开关电源			ELEC-000079	1		保留已知输出电压和功率；输入电压未提供，未做默认填充	电气电料/低压电器/开关电源
ELEC-000192	双电源转换器	双电源转换器 220V 2P 20A	电压：220V；极数：2P；电流：20A	只	只	来源单位一致		双电源转换器220V-2P-20A；双电源转换器			ELEC-000192	1		电压、极数、电流齐全，直接作为最小关键规格。	电气电料/低压电器/双电源转换器
ELEC-000193	双电源转换器	双电源转换器 24V	电压：24V	只	只	来源单位一致		双电源转换器24V；双电源转换器		电压字段已存在，极数、电流缺失，未补全以保持最小规格。	ELEC-000193	1		仅电压已知，极数和电流缺失，保留现有字段。	电气电料/低压电器/双电源转换器
ELEC-000060	变压器	变压器 220V/24V 5A	输入电压：220V AC；输出电压：24V；输出电流：5A	个	个	来源单位一致		24V5A变压器；变压器		原始规格仅给出输出24V 5A，输入电压缺失；根据中国大陆常见采购场景，默认输入电压为220V AC。	ELEC-000060	1		根据输出规格推断输入电压，生成最小必要规格，避免买错。	电气电料/低压电器/变压器
ELEC-000132	压力开关	压力开关 4分	接口：4分	个	个	来源单位一致		4分压力开关；压力开关	类型：压力开关		ELEC-000132	1		仅保留接口规格，因为它是压力开关安装兼容性的关键；类型字段因与三级名称重复被移除。	电气电料/低压电器/压力开关
ELEC-000156	刀开关手柄	刀开关手柄 HD13 1000A	型号：HD13；额定电流：1000A	套	套	来源单位一致		HD13刀开关手柄1000A；刀开关手柄			ELEC-000156	1		型号和额定电流是关键规格，保留为最小必填字段；部件为产品类型描述，不进入规格；单位保留原单位。	电气电料/低压电器/刀开关手柄
ELEC-000209	刀闸推拉杆	刀闸推拉杆	适配刀闸型号：通用	只	只	来源单位一致		1级电箱刀闸推拉杆；电箱刀闸推拉杆		原始规格缺失，按通用型生成初始SKU	ELEC-000209	1		规格缺失，无法进一步细分；保留基础名称，待后续补充具体型号尺寸	电气电料/低压电器/刀闸推拉杆
ELEC-000251	断路器	塑壳断路器 630A 3P	型号：CM3E-630-3300；电流：630A；极数：3P；结构：塑壳	个	个	来源单位一致	常熟	常熟断路器CM3E-630-3300；塑壳断路器		根据型号推断极数为3P，壳架电流630A	ELEC-000251	1		型号明确，推断极数和电流；原单位只统一为个	电气电料/低压电器/断路器
ELEC-000080	断路器	断路器 100A 3P	电流：100A；极数：3P	个	个	来源单位一致		100A总开关；总开关		根据常见100A断路器极数推断为3P	ELEC-000080	1		缺失极数，按常见规格推断为3P；品牌缺失	电气电料/低压电器/断路器
ELEC-000082	断路器	断路器 1P 16A	电流：16A；极数：1P	个	个	来源单位一致		16A空开；空气开关		根据常见16A小型断路器极数推断为1P	ELEC-000082	1		缺失极数，按常见规格推断为1P；品牌缺失	电气电料/低压电器/断路器
ELEC-000183	断路器	断路器 2P 10A	极数：2P；额定电流：10A	个	个	来源单位一致	德力西	德力西断路器2P/10A；断路器			ELEC-000183	1		品牌极数电流明确，原单位只统一为个	电气电料/低压电器/断路器
ELEC-000150	断路器	断路器 3P 250A	极数：3P；额定电流：250A	个	个	来源单位一致	施耐德	施耐德断路器250A-3P；断路器			ELEC-000150	1		极性电流明确，原单位套统一为个	电气电料/低压电器/断路器
ELEC-000029	断路器	断路器 3P 63A	极数：3P；电流：63A	个	个	来源单位一致	施耐德	3P*63A施耐德空气开关；空气开关			ELEC-000029	1		品牌和极数电流明确，保留关键规格	电气电料/低压电器/断路器
ELEC-000064	接触器	接触器 80A	电流：80A	个	个	来源单位一致	施耐德	施耐德行车接触器80A；接触器	用途：行车		ELEC-000064	1		保留电流80A，缺失型号和线圈电压，无法推断，品牌放入brand字段，用途删除	电气电料/低压电器/接触器
ELEC-000179	接触器	接触器 CJX2 220V	线圈电压：220V；电流类型：交流	个	个	来源单位一致	施耐德	施耐德cjx2-220V接触器；交流接触器			ELEC-000179	1		保留线圈电压和电流类型，系列CJX2入名称，缺失额定电流	电气电料/低压电器/接触器
ELEC-000223	接触器	接触器 CJX2-1810	额定电流：18A；电流类型：交流	个	个	来源单位一致	人民	人民交流接触器CJX2-1810；交流接触器		型号CJX2-1810通常额定电流18A，故推断	ELEC-000223	1		保留型号和电流类型，额定电流从型号推断，品牌入brand，缺失线圈电压	电气电料/低压电器/接触器
ELEC-000147	按钮指示灯	按钮指示灯 AC220V 红色 22mm	电压：AC220V；颜色：红色；开孔尺寸：22mm	套	套	来源单位一致		启动按钮指示灯		原规格缺失，按常见按钮指示灯默认规格补齐（电压AC220V，颜色红色，开孔尺寸22mm）	ELEC-000147	1		原始规格仅描述功能，缺失电压、颜色、开孔尺寸等关键参数；按常用默认值生成初始SKU，后续需人工确认。	电气电料/低压电器/按钮指示灯
SPARE-000141	控制开关	控制开关 水泵自动控制	用途：水泵自动控制	台	台	来源单位一致		水泵自动控制开关		原始缺少电压、电流等电气参数，按用途生成初始SKU，建议后续确认具体参数	SPARE-000141	1		仅提供用途描述，无电气规格，保留用途作为关键区分字段	电气电料/低压电器/控制开关
ELEC-000208	时间继电器	时间继电器 AC220V	电压：AC220V	只	只	来源单位一致	施耐德	施耐德多功能时间继电器		电压按常见采购规格默认AC220V	ELEC-000208	1		保留品牌，电压按常见默认，类型作为别名	电气电料/低压电器/时间继电器
ELEC-000127	时控开关	时控开关 220V 10A	电压：220V；额定电流：10A	个	个	来源单位一致	德力西；施耐德	时控开关；德力西时控开关；施耐德时控开关220V/10A	类型：时控开关	原始缺失电压和电流，按常见时控开关规格默认220V、10A	ELEC-000127；ELEC-000178；ELEC-000221	3	标准SKU名称和最小规格相同，仅品牌或单位不同	缺失规格，按常见规格补齐；删除默认字段：类型；单位统一为个；类型字段删除；单位由'只'统一为'个'；已有电压电流，保留	电气电料/低压电器/时控开关
CONST-000025	操作面板	操作面板 适配变频器	适配设备：变频器	只	只	来源单位一致		变频器操作面板		原始缺失品牌和型号，按适配设备生成通用操作面板SKU，待后续补充具体型号	CONST-000025	1		仅保留适配设备字段作为关键规格，其余字段（品牌、型号）缺失，需后续确认	电气电料/低压电器/操作面板
ELEC-000151	按钮开关	带灯按钮开关 绿 AC220V	颜色：绿；电压：AC220V；类型：带灯	只	只	来源单位一致	施耐德	施耐德灯带按钮开关；带灯按钮开关		颜色和电压按常见规格（绿、AC220V）推断	ELEC-000151	1		品牌移入brand，类型纳入standard_sku_name，缺失颜色和电压按常见规格补齐	电气电料/低压电器/按钮开关
ELEC-000201	按钮开关	按钮开关 红+绿 AC220V	颜色：红+绿；电压：AC220V	只	只	来源单位一致		按钮开关红+绿；按钮开关	类型：按钮开关（与三级名称重复）	电压按常见规格（AC220V）推断	ELEC-000201	1		类型字段冗余删除，颜色保留，缺失电压按常见规格补齐	电气电料/低压电器/按钮开关
ELEC-000074	电源适配器	电源适配器 12V 1A	输出电压：12V；输出电流：1A	个	个	来源单位一致		12V1A适配器；电源适配器		原始提供输出规格，未假设输入规格和接口类型	ELEC-000074	1		保留直接给出的输出规格作为关键规格，其余缺失字段未编造	电气电料/低压电器/电源适配器
ELEC-000200	电位器	电位器 5K	阻值：5K	只	只	来源单位一致	施耐德	施耐德调速电位器5K；调速电位器	用途：调速	原始缺失型号，按阻值5K生成初始SKU；品牌施耐德放入brand字段。	ELEC-000200	1		保留阻值作为关键规格；用途为非关键描述，删除；品牌放入brand字段。	电气电料/低压电器/电位器
ELEC-000204	电位器	电位器 LA42D 5K	阻值：5K；型号：LA42D	只	只	来源单位一致	天逸	天逸电位器LA42D-5K；电位器			ELEC-000204	1		保留阻值和型号作为关键规格；品牌放入brand字段。	电气电料/低压电器/电位器
ELEC-000253	电源转换器	电源转换器 输入24V 输出12V 2A	输入电压：24V；输出电压：12V；电流：2A	只	只	来源单位一致		电源转换器24V转12V2A；电源转换器			ELEC-000253	1		原始规格完整，保留输入电压、输出电压、电流作为最小关键规格；无默认字段可删除。	电气电料/低压电器/电源转换器
ELEC-000185	温控开关	温控开关 电柜风扇	用途：电柜风扇	只	只	来源单位一致		电柜风扇温控开关蓝色；温控开关	颜色：蓝色；类型：温控开关（已在品名）	原始规格缺失型号，以用途电柜风扇作为关键区分规格，生成常用初始SKU	ELEC-000185	1		删除颜色和冗余类型；保留用途作为唯一关键规格，避免采购混淆	电气电料/低压电器/温控开关
ELEC-000203	继电器	继电器 220V 5A 带底座	品牌：施耐德；电压：220V；电流：5A；配置：带底座	套	套	来源单位一致	施耐德	施耐德继电器带底座220V/5A；继电器套装			ELEC-000203	1		品牌施耐德因底座兼容性保留，电压220V、电流5A、带底座为关键字段。	电气电料/低压电器/继电器
ELEC-000177	漏电保护器	漏电保护器 2P 16A	极数：2P；电流：16A	个	个	来源单位一致	德力西	德力西漏保2P/16A；漏电保护器		单位由'只'统一为'个'	ELEC-000177	1		保留品牌、极数、电流，单位统一	电气电料/低压电器/漏电保护器
ELEC-000194	漏电保护器	漏电保护器 2P 20A	极数：2P；电流：20A	个	个	来源单位一致	德力西	德力西漏保开关2P/20A；漏电保护器		单位由'只'统一为'个'	ELEC-000194	1		保留品牌、极数、电流，单位统一	电气电料/低压电器/漏电保护器
ELEC-000182	漏电保护器	漏电保护器 2P 25A	极数：2P；电流：25A	个	个	来源单位一致	德力西	德力西漏保开关2P/25A；漏电保护器		单位由'只'统一为'个'	ELEC-000182	1		保留品牌、极数、电流，单位统一	电气电料/低压电器/漏电保护器
ELEC-000028	漏电保护器	漏电保护器 2P 63A	极数：2P；电流：63A	个	个	来源单位一致	施耐德	2P*63A施耐德漏电保护器；漏电保护器			ELEC-000028	1		保留品牌、极数、电流为标准规格	电气电料/低压电器/漏电保护器
ELEC-000081	漏电保护器	漏电保护器 40A	极数：；电流：40A	个	个	来源单位一致		40A漏电保护；漏电保护器	类型：漏电保护	极数字段缺失，未补齐；品牌缺失，未补齐	ELEC-000081	1		原始信息缺失极数和品牌，保留可见规格	电气电料/低压电器/漏电保护器
