merged_item_code,governance_grade,priority,issue_type,standard_name,canonical_group_path,specs,unit,missing_specs,governance_reason,next_action,source_rows,alias_names
REVIEW-MAT-01355,C,medium,needs_human_review,定制高压油管,设备备件与加工件/金属加工件/金属加工件,定制: 是；规格: 19；压力: 420公斤,根,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2215,定做19*420公斤高压油管
REVIEW-MAT-01356,C,medium,specs_conflict,铜挂锁,工程建材/其他/锁具,材质: 铜；钥匙类型: 通开,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:2216,通开铜挂锁
REVIEW-MAT-01357,C,medium,missing_specs,量杯,工具器具/其他/计量工具,容量: 5L,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:2218,5L量杯
REVIEW-MAT-01358,C,medium,needs_human_review,定制钢丝绳,设备备件与加工件/金属加工件/金属加工件,定制: 是；规格: 50；长度: 4米,根,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2219,定做50*4米钢丝绳
REVIEW-MAT-01359,C,medium,missing_specs,钢丝绳专用剂,化工油漆胶粘/其他/润滑防护剂,进口: 是；包装: 5kg；用途: 钢丝绳,桶,至少一个: 类型；品牌；型号；包装规格；颜色,未满足当前分组的关键规格模板。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:2220,进口5KG钢丝绳专用剂
REVIEW-MAT-01360,C,medium,missing_specs,喷壶,行政办公与清洁/清洁用品/清洁工具耗材,品类: 喷壶,个,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,Sheet1:2221,喷壶
REVIEW-MAT-01361,C,medium,missing_specs,U型卸扣,吊装索具/吊装连接件/卸扣吊钩,额定载荷: 17T；型式: U型；执行标准: 国标,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:2222,17TU型国标卸扣
REVIEW-MAT-01362,C,medium,needs_human_review,蝴蝶扣,吊装索具/其他/连接件,额定载荷: 15T；类型: 蝴蝶扣,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2223,15T蝴蝶扣
REVIEW-MAT-01363,C,medium,needs_human_review,不锈钢骑马卡,管道管件/管道紧固/管夹卡箍,公称直径: DN200；材质: 不锈钢,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2225,DN200不锈钢骑马卡
REVIEW-MAT-01364,C,medium,low_precision_conflict,膨胀螺丝,紧固件/锚固件/膨胀锚栓,规格: M10*60,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:2226,10*60膨胀螺丝
REVIEW-MAT-01365,D,high,alias_conflict,抹布,行政办公与清洁/清洁用品/清洁工具耗材,形态: 大块；颜色: 白色,公斤,至少一个: 规格；类型；品牌；包装规格,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2227,大块白抹布
REVIEW-MAT-01366,D,high,alias_conflict,美工刀,工具器具/手动工具/钳剪刀锤,品牌: 得力,个,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2228,得力美工刀
REVIEW-MAT-01367,D,high,alias_conflict,美工刀片,工具器具/手动工具/钳剪刀锤,品牌: 得力,合,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2229,得力刀片
REVIEW-MAT-01368,C,medium,missing_specs,注浆针头,工程建材/保温防水/防水堵漏,类型: 注浆针头,个,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:2230,注浆针头
REVIEW-MAT-01369,C,medium,needs_human_review,水性聚氨酯,化工油漆胶粘/其他/堵漏材料,类型: 水性；材料: 聚氨酯,公斤,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:2232,水性聚氨酯
REVIEW-MAT-01370,C,medium,specs_conflict,油性聚氨酯,化工油漆胶粘/其他/堵漏材料,类型: 油性；材料: 聚氨酯,公斤,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:2233,油性聚氨酯
REVIEW-MAT-01371,D,high,alias_conflict,双快水泥,工程建材/水泥砂石/水泥砂石,类型: 双快水泥,包,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2234；Sheet1:2323；Sheet1:2350；Sheet1:2463；Sheet1:2817,双快水泥
REVIEW-MAT-01372,C,medium,missing_specs,发泡剂,化工油漆胶粘/其他/填缝材料,品类: 发泡剂,个,至少一个: 类型；品牌；型号；包装规格；颜色,未满足当前分组的关键规格模板。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:2235,发泡剂
REVIEW-MAT-01373,C,medium,missing_specs,发泡剂枪,工具器具/其他/施胶工具,适用材料: 发泡剂,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:2236,发泡剂枪
REVIEW-MAT-01374,D,high,alias_conflict,注浆枪头,工程建材/保温防水/防水堵漏,类型: 注浆枪头,个,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2237,注浆枪头
REVIEW-MAT-01375,C,medium,missing_specs,清洗机专用油,化工油漆胶粘/油品化学品/润滑油脂,用途: 清洗机,个,至少一个: 类型；品牌；型号；包装规格；颜色,未满足当前分组的关键规格模板。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:2240,清洗机专用油
REVIEW-MAT-01376,C,medium,missing_specs,塑料凳,行政办公与清洁/生活后勤/生活用品,材质: 塑料；特征: 加厚,个,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,Sheet1:2241；Sheet1:3122；Sheet1:3520,加厚塑料凳；加厚塑料凳子
REVIEW-MAT-01377,C,medium,missing_specs,一体梯凳,工具器具/其他/登高工具,承重: 600kg；结构: 一体,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:2242,600KG一体梯凳
REVIEW-MAT-01378,C,medium,specs_conflict,水泥,工程建材/水泥砂石/水泥砂石,标号/型号: PC425,包,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:2243,PC425水泥
REVIEW-MAT-01379,C,medium,needs_human_review,高压清洗机滤网,行政办公与清洁/其他/高压清洗机配件,规格: 25mm；部件: 滤网,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:2244,25MM高压清洗剂滤网
REVIEW-MAT-01380,C,medium,needs_human_review,不锈钢滑槽,工程建材/其他/导轨滑槽,形状: C型；材质: 不锈钢,米,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:2245,C型不锈钢滑槽
REVIEW-MAT-01381,C,medium,specs_conflict,润滑脂,化工油漆胶粘/其他/润滑脂,品牌: 克虏伯；型号: NB52,公斤,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:2246,克虏伯油脂NB52
REVIEW-MAT-01382,C,medium,needs_human_review,PAC污水处理剂,化工油漆胶粘/其他/水处理剂,含量: 28%；类型: PAC,吨,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:2247；Sheet1:2286,28%PAC污水处理剂
REVIEW-MAT-01383,C,medium,specs_conflict,轴承,设备备件与加工件/传动轴承/传动轴承,品牌: SKF；型号: 2315；进口: 是,个,,存在低精度或人工复核标记，需要补齐信息。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2248,进口SKF-2315轴承
REVIEW-MAT-01384,C,medium,low_precision_conflict,布手套,劳保用品/手部防护/手套,材质: 布；特征: 加厚,双,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,Sheet1:2250,加厚布手套
REVIEW-MAT-01385,C,medium,missing_specs,刀阀,阀门/其他/刀阀,公称直径: DN150,个,至少一个: 规格；型号；类型；材质；品牌；尺寸；长度；厚度；功率；包装规格；适用设备,未满足当前分组的关键规格模板。,按默认规则补齐至少一个关键规格字段。,Sheet1:2253,DN150刀阀
REVIEW-MAT-01386,C,medium,low_precision_conflict,膨胀螺丝,紧固件/锚固件/膨胀锚栓,规格: M14*70,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:2254,14*70膨胀螺丝
REVIEW-MAT-01387,C,medium,needs_human_review,套筒,工具器具/其他/套筒,规格: 17,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:2255,17套筒
REVIEW-MAT-01388,C,medium,specs_conflict,电缆线,电气与自动化/电线电缆与敷设/电线电缆,品牌: 起帆；规格: 3*6+2*4,米,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2257,3*6+2*4起帆电缆
REVIEW-MAT-01389,C,medium,missing_specs,量杯,工具器具/其他/计量工具,容量: 2000ml,个,至少一个: 型号；规格；品牌；尺寸；适用设备,未满足当前分组的关键规格模板。,确认品牌、型号/规格和适用设备。,Sheet1:2259,2000毫升量杯
REVIEW-MAT-01390,C,medium,missing_specs,热水器开关,电气与自动化/低压电器/开关按钮,用途: 热水器,个,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2261,热水器开关
REVIEW-MAT-01391,C,medium,needs_human_review,小便器感应器,行政办公与清洁/其他/卫浴配件,适用: 小便器；类型: 感应器,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:2262,小便器感应器
REVIEW-MAT-01392,C,medium,missing_specs,启动按钮指示灯,电气与自动化/低压电器/开关按钮,功能: 启动按钮、指示灯,套,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2264,启动按钮指示灯
REVIEW-MAT-01393,C,medium,missing_specs,急停按钮,电气与自动化/低压电器/开关按钮,功能: 急停,套,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2265,急停按钮
REVIEW-MAT-01394,C,medium,missing_specs,闪光蜂鸣器,电气与自动化/照明与报警/报警器,功能: 闪光、蜂鸣,套,至少一个: 型号；规格；品牌；电流；电压；功率；位数,未满足当前分组的关键规格模板。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2266,闪光蜂鸣器
REVIEW-MAT-01395,C,medium,specs_conflict,加厚铝合金扣,液压气动/液压管路/高压胶管,规格: 50；材质: 铝合金；特征: 加厚,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2271,50加厚铝合金扣
REVIEW-MAT-01396,C,medium,specs_conflict,加厚铝合金扣,液压气动/液压管路/高压胶管,规格: 80；材质: 铝合金；特征: 加厚,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:2272,80加厚铝合金扣
REVIEW-MAT-01397,C,medium,specs_conflict,水泥砖,工程建材/其他/砌块砖,规格: 95；材质: 水泥,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:2275,95水泥砖
REVIEW-MAT-01398,C,medium,specs_conflict,扎带,电气与自动化/其他/扎带,规格: 8*300,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:2278,8*300扎带
REVIEW-MAT-01399,C,medium,missing_specs,喷壶,行政办公与清洁/清洁用品/清洁工具耗材,容量: 2L,个,至少一个: 规格；类型；品牌；包装规格,未满足当前分组的关键规格模板。,确认规格、品牌和包装单位。,Sheet1:2279,2升喷壶
REVIEW-MAT-01400,C,medium,needs_human_review,铁扎丝,工程建材/其他/绑扎材料,规格原文: 500；材质: 铁,卷,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:2280,500铁扎丝
REVIEW-MAT-01401,D,high,alias_conflict,铁丝,五金备件/其他/金属丝,材质: 铁,公斤,,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:2282；Sheet1:2339,铁丝
REVIEW-MAT-01402,C,medium,needs_human_review,高压清洗喷枪,行政办公与清洁/其他/高压清洗机配件,类型: 喷枪；用途: 高压清洗,把,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:2283,高压清洗喷枪
REVIEW-MAT-01403,C,medium,needs_human_review,镀锌补心,管道管件/金属管件/镀锌管件,规格: 80*65；表面: 镀锌；类型: 补心,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:2284,80*65镀锌补心
REVIEW-MAT-01404,C,medium,missing_specs,振动电机套装,设备备件与加工件/设备专用备件/设备备件,进口: 是；类型: 振动电机；配置: 整套,套,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:2287,进口振动电机整套
