候选词	建议物料族	处理建议	置信度	覆盖SKU数	覆盖标准名称数	当前物料族数	是否跨一级类目	主要分类	当前物料族	样例标准名称	样例SKU	说明
外丝直	外丝直	暂作为检索/属性候选	low	7	2	2	是	管材管件阀门/直接:6；液压气动/气动接头:1	气动接头；直接/接头	不锈钢快拧外丝直接；镀锌外丝直接	PIPE-000428 镀锌外丝直接 表面：镀锌；连接：外丝；规格：3寸；类型：直接；PIPE-000429 镀锌外丝直接 表面：镀锌；连接：外丝；规格：2寸；类型：直接；METAL-000144 不锈钢快拧外丝直接 材质：不锈钢；类型：快拧外丝直接；型号：PC16-04；PIPE-000439 镀锌外丝直接 表面：镀锌；连接：外丝；规格：4分；类型：直接；PIPE-000442 镀锌外丝直接 表面：镀锌；连接：外丝；规格：2寸；长度：150mm；类型：直接；PIPE-000451 镀锌外丝直接 表面：镀锌；连接：外丝；规格：6分；长度：100mm；PIPE-000455 镀锌外丝直接 表面：镀锌；连接：外丝；规格：1寸；长度：100mm	有重复但族边界不够清晰，先不固化。
外丝直接	外丝直接	暂作为检索/属性候选	low	7	2	2	是	管材管件阀门/直接:6；液压气动/气动接头:1	气动接头；直接/接头	不锈钢快拧外丝直接；镀锌外丝直接	PIPE-000428 镀锌外丝直接 表面：镀锌；连接：外丝；规格：3寸；类型：直接；PIPE-000429 镀锌外丝直接 表面：镀锌；连接：外丝；规格：2寸；类型：直接；METAL-000144 不锈钢快拧外丝直接 材质：不锈钢；类型：快拧外丝直接；型号：PC16-04；PIPE-000439 镀锌外丝直接 表面：镀锌；连接：外丝；规格：4分；类型：直接；PIPE-000442 镀锌外丝直接 表面：镀锌；连接：外丝；规格：2寸；长度：150mm；类型：直接；PIPE-000451 镀锌外丝直接 表面：镀锌；连接：外丝；规格：6分；长度：100mm；PIPE-000455 镀锌外丝直接 表面：镀锌；连接：外丝；规格：1寸；长度：100mm	有重复但族边界不够清晰，先不固化。
拖把	拖把	暂作为检索/属性候选	low	7	3	3	否	清洁办公后勤/清洁工具:7	拖把；棉拖把；海绵拖把	拖把；棉拖把；海绵拖把	TOOL-000017 拖把 规格：大；TOOL-000025 拖把 规格：大；TOOL-000071 海绵拖把 特征：加长；材质：海绵；TOOL-000098 拖把 类型：拖把；TOOL-000118 拖把 类型：拖把；ADMIN-000029 拖把 品类：拖把；TOOL-000255 棉拖把 材质：棉；类型：拖把	有重复但族边界不够清晰，先不固化。
木方	木方	暂作为检索/属性候选	low	7	4	4	是	建筑材料/模板木方:4；定制加工件/木制加工件:2；清洁办公后勤/生活用品:1	实木方桌；木方；木方垫；木方垫板	实木方桌；木方；木方垫；木方垫板	CONST-000001 木方 规格：4*9；CONST-000002 木方 规格：4*4；SPARE-000083 木方垫板 尺寸：200*200*1500mm；加工：是；用途：垫板；SPARE-000084 木方垫 加工：是；规格：100*100；MAT-000150 木方 长度：4米；截面：40*90；MAT-000230 木方 截面：50*100；长度：4m；MAT-000247 实木方桌 材质：实木；类型：方桌	有重复但族边界不够清晰，先不固化。
滚筒刷	滚筒刷	暂作为检索/属性候选	low	7	2	2	否	工具耗材/刷具:7	小滚筒刷；滚筒刷	小滚筒刷；滚筒刷	TOOL-000004 滚筒刷 规格：4寸；TOOL-000058 滚筒刷 规格：150；TOOL-000059 滚筒刷 规格：250；TOOL-000100 滚筒刷 规格：8寸；TOOL-000101 滚筒刷 规格：4寸；TOOL-000102 小滚筒刷 规格：4寸；类型：小滚筒；TOOL-000274 滚筒刷 用途：涂装	有重复但族边界不够清晰，先不固化。
灭火	灭火	暂作为检索/属性候选	low	7	3	3	否	安全消防/消防器材:6；安全消防/警示标识:1	灭火器；灭火器箱；立式灭火标志	灭火器；灭火器箱；立式灭火标志	SAFE-000035 灭火器 容量：4KG；SAFE-000075 灭火器 规格：2kg；SAFE-000076 灭火器箱 类型：灭火器箱；SAFE-000079 立式灭火标志 类型：立式；用途：灭火标志；SAFE-000094 灭火器 灭火剂重量：2KG；SAFE-000121 灭火器 灭火剂重量：2kg；SAFE-000122 灭火器箱 用途：灭火器存放	有重复但族边界不够清晰，先不固化。
玻璃	玻璃	暂作为检索/属性候选	low	7	5	5	是	化工胶粘涂料/密封材料:3；清洁办公后勤/清洁工具:1；工具量具/手动工具:1；包装覆盖周转/覆盖材料:1；清洁办公后勤/生活用品:1	玻璃刮；玻璃纸；玻璃胶；玻璃胶枪；软玻璃门帘	玻璃刮；玻璃纸；玻璃胶；玻璃胶枪；软玻璃门帘	TOOL-000015 玻璃刮 类型：玻璃刮；TOOL-000016 玻璃胶枪 用途：打玻璃胶；CHEM-000025 玻璃胶 颜色：白色；MAT-000029 玻璃纸 类型：玻璃纸；CHEM-000070 玻璃胶 颜色：白色；类型：玻璃胶；CHEM-000156 玻璃胶 品牌：道康宁；MAT-000233 软玻璃门帘 结构：磁吸式；颜色：透明；尺寸：2.55m*1.46m；厚度：3mm	有重复但族边界不够清晰，先不固化。
电缆线	电缆线	暂作为检索/属性候选	low	7	1	1	否	电气电料/电线电缆:7	电缆线	电缆线	ELEC-000071 电缆线 品牌：起帆；规格：3*4+2*2.5；ELEC-000072 电缆线 品牌：起帆；规格：3*1.5；ELEC-000073 电缆线 品牌：起帆；规格：3*2.5；ELEC-000105 电缆线 规格：3*25；ELEC-000109 电缆线 品牌：起帆；规格：3*6+1；ELEC-000123 电缆线 芯数：3；截面积：1.5mm2；ELEC-000145 电缆线 品牌：起帆；规格：3*6+2*4	有重复但族边界不够清晰，先不固化。
筒刷	筒刷	暂作为检索/属性候选	low	7	2	2	否	工具耗材/刷具:7	小滚筒刷；滚筒刷	小滚筒刷；滚筒刷	TOOL-000004 滚筒刷 规格：4寸；TOOL-000058 滚筒刷 规格：150；TOOL-000059 滚筒刷 规格：250；TOOL-000100 滚筒刷 规格：8寸；TOOL-000101 滚筒刷 规格：4寸；TOOL-000102 小滚筒刷 规格：4寸；类型：小滚筒；TOOL-000274 滚筒刷 用途：涂装	有重复但族边界不够清晰，先不固化。
管钳	管钳	暂作为检索/属性候选	low	7	1	1	否	工具量具/手动工具:7	管钳	管钳	TOOL-000128 管钳 长度：300mm；TOOL-000129 管钳 长度：350mm；TOOL-000130 管钳 长度：400mm；TOOL-000199 管钳 长度：600mm；特征：防锈型；TOOL-000202 管钳 规格：18寸；TOOL-000203 管钳 规格：24寸；TOOL-000275 管钳 品牌：世达；规格：14寸	有重复但族边界不够清晰，先不固化。
缆线	缆线	暂作为检索/属性候选	low	7	1	1	否	电气电料/电线电缆:7	电缆线	电缆线	ELEC-000071 电缆线 品牌：起帆；规格：3*4+2*2.5；ELEC-000072 电缆线 品牌：起帆；规格：3*1.5；ELEC-000073 电缆线 品牌：起帆；规格：3*2.5；ELEC-000105 电缆线 规格：3*25；ELEC-000109 电缆线 品牌：起帆；规格：3*6+1；ELEC-000123 电缆线 芯数：3；截面积：1.5mm2；ELEC-000145 电缆线 品牌：起帆；规格：3*6+2*4	有重复但族边界不够清晰，先不固化。
胶手	胶手	暂作为检索/属性候选	low	7	6	1	否	劳保防护/手套:7	手套	乳胶手套；全胶手套；挂胶手套；橡胶手套；浸胶手套；胶手套	SAFE-000006 乳胶手套 材质：乳胶；特征：加厚；SAFE-000016 挂胶手套 特征：厚；类型：挂胶；SAFE-000055 全胶手套 类型：全胶；SAFE-000062 胶手套 类型：胶手套；SAFE-000097 橡胶手套 材质：橡胶；SAFE-000113 浸胶手套 类型：浸胶手套；SAFE-000142 橡胶手套 材质：橡胶	有重复但族边界不够清晰，先不固化。
角套	角套	暂作为检索/属性候选	low	7	1	1	否	工具量具/手动工具:7	加长六角套筒	加长六角套筒	TOOL-000174 加长六角套筒 规格：5；特征：加长；类型：六角；TOOL-000175 加长六角套筒 规格：6；特征：加长；类型：六角；TOOL-000176 加长六角套筒 规格：7；特征：加长；类型：六角；TOOL-000177 加长六角套筒 规格：8；特征：加长；类型：六角；TOOL-000178 加长六角套筒 规格：10；特征：加长；类型：六角；TOOL-000179 加长六角套筒 规格：12；特征：加长；类型：六角；TOOL-000180 加长六角套筒 规格：14；特征：加长；类型：六角	有重复但族边界不够清晰，先不固化。
角套筒	角套筒	暂作为检索/属性候选	low	7	1	1	否	工具量具/手动工具:7	加长六角套筒	加长六角套筒	TOOL-000174 加长六角套筒 规格：5；特征：加长；类型：六角；TOOL-000175 加长六角套筒 规格：6；特征：加长；类型：六角；TOOL-000176 加长六角套筒 规格：7；特征：加长；类型：六角；TOOL-000177 加长六角套筒 规格：8；特征：加长；类型：六角；TOOL-000178 加长六角套筒 规格：10；特征：加长；类型：六角；TOOL-000179 加长六角套筒 规格：12；特征：加长；类型：六角；TOOL-000180 加长六角套筒 规格：14；特征：加长；类型：六角	有重复但族边界不够清晰，先不固化。
金属	金属	暂作为检索/属性候选	low	7	4	4	是	管材管件阀门/水暖五金:3；工具量具/测量工具:2；电气电料/电气辅材:1；化工胶粘涂料/涂料:1	金属测绳；金属漆；金属电缆防水接头；金属软管	金属测绳；金属漆；金属电缆防水接头；金属软管	PIPE-000025 金属软管 材质：金属；长度：80公分；PIPE-000026 金属软管 材质：金属；长度：40公分；PIPE-000038 金属软管 规格：4分；长度：60；TOOL-000065 金属测绳 材质：金属；类型：测绳；TOOL-000219 金属测绳 材质：金属；类型：测绳；ELEC-000195 金属电缆防水接头 材质：金属；螺纹：M50*1.5；特性：防水；CHEM-000135 金属漆 品牌：立邦；包装：18KG；用途：金属	有重复但族边界不够清晰，先不固化。
针头	针头	暂作为检索/属性候选	low	7	3	3	否	建筑材料/防水材料:7	止水针头；注浆止水针头；注浆针头	止水针头；注浆止水针头；注浆针头	MAT-000051 止水针头 长度：10cm；MAT-000052 止水针头 长度：15cm；MAT-000123 注浆针头 类型：注浆针头；MAT-000153 注浆止水针头 用途：注浆止水；长度：150mm；MAT-000154 注浆止水针头 用途：注浆止水；长度：100mm；MAT-000191 注浆止水针头 用途：高压注浆止水；长度：150mm；MAT-000192 注浆止水针头 用途：高压注浆止水；长度：100mm	有重复但族边界不够清晰，先不固化。
钢内	钢内	暂作为检索/属性候选	low	7	5	4	是	管材管件阀门/阀门:4；电气电料/电气辅材:2；管材管件阀门/直接:1	不锈钢内外门电柜；不锈钢内外门电箱；直接/接头；阀门	不锈钢内丝球阀；不锈钢内外丝球阀；不锈钢内外门电柜；不锈钢内外门电箱；不锈钢内接	PIPE-000031 不锈钢内接 材质：不锈钢；规格：4分；连接：内接；METAL-000126 不锈钢内外门电柜 材质：不锈钢；结构：内外门；尺寸：1000*650*450；ELEC-000198 不锈钢内外门电箱 材质：不锈钢；结构：内外门；尺寸：350*250*200；METAL-000145 不锈钢内外丝球阀 材质：304不锈钢；规格：4分；连接：内外丝；METAL-000146 不锈钢内外丝球阀 材质：304不锈钢；规格：3分；连接：内外丝；METAL-000147 不锈钢内丝球阀 材质：304不锈钢；规格：4分；连接：内丝；METAL-000148 不锈钢内丝球阀 材质：304不锈钢；规格：3分；连接：内丝	有重复但族边界不够清晰，先不固化。
钢卡	钢卡	暂作为检索/属性候选	low	7	5	2	是	液压气动/液压接头:5；紧固件与连接件/管卡:2	液压接头；管卡	不锈钢卡套三通；不锈钢卡套接头；不锈钢卡扣接头；不锈钢卡槽；抱箍钢卡	METAL-000017 不锈钢卡扣接头 规格：DN6*6；材质：不锈钢；METAL-000018 不锈钢卡扣接头 规格：DN6*10；材质：不锈钢；METAL-000020 不锈钢卡套接头 规格：6*8；材质：不锈钢；METAL-000021 不锈钢卡套接头 规格：6*12；材质：不锈钢；PIPE-000050 不锈钢卡套三通 规格：6*12；材质：不锈钢；类型：三通；PIPE-000063 抱箍钢卡 规格：325；特征：加厚；材质：钢；METAL-000062 不锈钢卡槽 材质：不锈钢	有重复但族边界不够清晰，先不固化。
锂电	锂电	暂作为检索/属性候选	low	7	7	7	否	电动气动工具/电动工具:7	锂电手电钻套装；锂电池电钻；锂电池角磨机；锂电电钻套装；锂电角磨机；锂电角磨机套装；锂电钻	锂电手电钻套装；锂电池电钻；锂电池角磨机；锂电电钻套装；锂电角磨机；锂电角磨机套装；锂电钻	TOOL-000026 锂电池电钻 品牌：大艺；电压：21V；动力：锂电池；TOOL-000027 锂电池角磨机 品牌：大艺；动力：锂电池；TOOL-000040 锂电角磨机 品牌：大艺；供电：锂电池；TOOL-000099 锂电钻 特征：大功率；供电：锂电池；TOOL-000254 锂电角磨机套装 品牌：东成；供电：锂电；配置：二电一充；TOOL-000292 锂电手电钻套装 品牌：东成；供电：锂电；配置：二电一充；TOOL-000337 锂电电钻套装 品牌：东成；供电：锂电；配置：带螺丝刀套装	有重复但族边界不够清晰，先不固化。
锈钢内	锈钢内	暂作为检索/属性候选	low	7	5	4	是	管材管件阀门/阀门:4；电气电料/电气辅材:2；管材管件阀门/直接:1	不锈钢内外门电柜；不锈钢内外门电箱；直接/接头；阀门	不锈钢内丝球阀；不锈钢内外丝球阀；不锈钢内外门电柜；不锈钢内外门电箱；不锈钢内接	PIPE-000031 不锈钢内接 材质：不锈钢；规格：4分；连接：内接；METAL-000126 不锈钢内外门电柜 材质：不锈钢；结构：内外门；尺寸：1000*650*450；ELEC-000198 不锈钢内外门电箱 材质：不锈钢；结构：内外门；尺寸：350*250*200；METAL-000145 不锈钢内外丝球阀 材质：304不锈钢；规格：4分；连接：内外丝；METAL-000146 不锈钢内外丝球阀 材质：304不锈钢；规格：3分；连接：内外丝；METAL-000147 不锈钢内丝球阀 材质：304不锈钢；规格：4分；连接：内丝；METAL-000148 不锈钢内丝球阀 材质：304不锈钢；规格：3分；连接：内丝	有重复但族边界不够清晰，先不固化。
长六角套	长六角套	暂作为检索/属性候选	low	7	1	1	否	工具量具/手动工具:7	加长六角套筒	加长六角套筒	TOOL-000174 加长六角套筒 规格：5；特征：加长；类型：六角；TOOL-000175 加长六角套筒 规格：6；特征：加长；类型：六角；TOOL-000176 加长六角套筒 规格：7；特征：加长；类型：六角；TOOL-000177 加长六角套筒 规格：8；特征：加长；类型：六角；TOOL-000178 加长六角套筒 规格：10；特征：加长；类型：六角；TOOL-000179 加长六角套筒 规格：12；特征：加长；类型：六角；TOOL-000180 加长六角套筒 规格：14；特征：加长；类型：六角	有重复但族边界不够清晰，先不固化。
